School Id,Org Name,Telephone,Fax,Email^,Principal*,URL,Physical Address Line1,Physical Address Suburb,Physical Address City,Postal Address Line1,Postal Address Suburb,Postal Address City,Postal Address Postal Code,Urban Area,Org Type,Definition,Authority,CoEd Status,Territorial Authority,Regional Council,Local Office Name,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Col Id,Col Name,Latitude,Longitude,Decile,Total,European,Māori,Pacific,Asian,MELAA,Other,International,IsolationIndex,SchoolDonations
4016,St Joseph's School (Queenstown),03 442 8224,03 442 5733,office@stjosephsqt.school.nz,Patricia Inder,http://www.stjosephsqt.school.nz,25 Beetham Street,,Queenstown,25 Beetham Street,,Queenstown,9300,Secondary Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Queenstown Hill,Queenstown-Wakatipu Ward,99093,Wakatipu Community of Learning,-45.03091,168.665437,10,136,89,7,3,26,8,3,0,2.95,Donations may be requested
4017,St Joseph's School (Invercargill),03 218 6574,03 214 1175,stjosephinv@xtra.co.nz,Anne Canny,,70 Eye Street,,Invercargill,70 Eye Street,Appleby,Invercargill,9812,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Crinan,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.416497,168.352151,3,163,69,39,7,41,5,2,0,0.83,Donations should not be requested unless for a school camp
4018,St Mary's School (Gore),03 208 7733,03 208 7733,admin@stmarys.school.nz,Annie Nelson,,14 Ardwick Street,,Gore,P O Box 120,,Gore,9740,Minor Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Gore District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Central Gore,Gore Ward,99055,Eastern Southland Community of Learning,-46.102665,168.940608,7,228,173,25,4,19,3,4,0,1.23,Donations should not be requested unless for a school camp
4019,St Patrick's School (Nightcaps),03 225 7639,03 225 7639,stpatricks@xtra.co.nz,Anne Canny,,11 Digger Street,,Nightcaps,11 Digger Street,,Nightcaps,9630,Rural Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Nightcaps,Waiau-Aparima Ward,99147,Special Character Invercargill Community of Learning,-45.971541,168.036215,2,29,15,14,0,0,0,0,0,2.13,Donations should not be requested unless for a school camp
4020,St Patrick's School (Invercargill),03 216 8505,03 216 8473,principal@stpatinv.school.nz,Callan Goodall,http://www.stpatinv.school.nz,161 Metzger Street,Georgetown,Invercargill,161 Metzger Street,Heidelberg,Invercargill,9812,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Heidelberg,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.426711,168.376947,3,296,139,97,30,30,0,0,0,0.89,Donations should not be requested unless for a school camp
4021,St Teresa's School (Bluff),03 212 8567,03 212 8035,stteresasblufftrinity@gmail.com,Anne Canny,http://stteresas-bluff.wikispaces.com,181 Foyle Street,,Bluff,181 Foyle Street,,Bluff,9814,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Bluff,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.60004,168.33509,3,32,11,16,2,1,1,1,0,1.41,Donations should not be requested unless for a school camp
4022,St Theresa's School (Invercargill),03 217 6502,03 217 2561,admin@saint-theresas.school.nz,Julian Ineson,http://saint-theresas.school.nz,161 King Street,,Invercargill,161 King Street,Windsor,Invercargill,9810,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Windsor,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.398759,168.371615,7,283,200,37,6,31,5,4,0,0.86,Donations should not be requested unless for a school camp
4023,St Thomas School (Winton),03 236 8261,03 236 8261,office@stthomaswinton.school.nz,Teresa Jarvis,http://www.stthomaswinton.school.nz,1 Church Street,,Winton,P O Box 33,,Winton,9741,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Winton,Winton-Wallacetown Ward,,,-46.150496,168.326627,9,101,66,5,3,26,1,0,0,1.33,Donations may be requested
4026,Te Anau School,03 249 7131,03 249 7131,admin@teanau.school.nz,Grant Excell,http://www.teanau.school.nz,181 Milford Road,,Te Anau,P O Box 210,,Te Anau,9640,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Te Anau,Mararoa-Waimea Ward,99041,FINS CoL,-45.413453,167.718036,9,287,222,44,3,11,7,0,0,3.73,Donations may be requested
4027,Te Tipua School,03 203 8550,03 203 8551,admin@tetipua.school.nz,Jenny Mockford,http://tetipuaschool.wikispaces.com/,775 State Highway 96,,Gore,775 Glencoe Highway RD 4,,Gore,9774,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Dacre,Winton-Wallacetown Ward,99055,Eastern Southland Community of Learning,-46.185371,168.762634,5,23,16,7,0,0,0,0,0,1.3,Donations should not be requested unless for a school camp
4028,Thornbury School,03 224 6309,03 224 6309,,Kay Teviotdale,http://www.thornbury.school.nz,28 Muriel Street,,Riverton,Muriel Street RD 3,,Riverton,9883,Rural Area,Contributing,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Fairfax,Waiau-Aparima Ward,,,-46.290918,168.0957,7,66,52,13,0,1,0,0,0,1.44,Donations should not be requested unless for a school camp
4029,Tisbury School,03 216 8213,03 216 8215,office@tisbury.school.nz,Andrea Joyce,http://www.tisbury.school.nz,3 Boundary Road,,Invercargill,P O Box 7043,South Invercargill,Invercargill,9844,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Tisbury,Area Outside Ward,99146,Invercargill Community of Learning,-46.444974,168.399863,4,138,104,31,0,2,1,0,0,0.94,Donations should not be requested unless for a school camp
4030,Tokanui School,03 246 8738,03 246 8738,office@tokanui.school.nz,Kate Stevenson,http://www.tokanui.school.nz,18 Duncan Street,,Tokanui,Duncan Street RD 1,,Tokanui,9884,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Toetoes,Waihopai-Toetoes Ward,99028,Lower Mataura Valley Community of Learning,-46.56316,168.946574,10,91,77,12,1,0,1,0,0,1.79,Donations may be requested
4032,Tuturau Primary School,03 203 8254,03 203 8254,office@tuturau.school.nz,Rebekah Prattley,http://www.tuturau.school.nz,Shanks Road,,Gore,Shanks Road RD 4,,Gore,9774,Rural Area,Contributing,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Toetoes,Waihopai-Toetoes Ward,99028,Lower Mataura Valley Community of Learning,-46.251601,168.856124,3,35,23,11,1,0,0,0,0,1.34,Donations should not be requested unless for a school camp
4034,Waianiwa School,03 235 2858,,office@waianiwa.school.nz,Karen Wilson,http://www.waianiwa.school.nz/,Waianiwa Oporo Road,,Invercargill,Argyle Otahuti Road RD 4,,Invercargill,9874,Rural Area,Contributing,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Waianiwa,Winton-Wallacetown Ward,,,-46.296375,168.252388,9,48,31,7,1,9,0,0,0,1.2,Donations may be requested
4035,Waihopai School,03 218 4228,03 214 1273,office@waihopai.school.nz,Allan Mitchell,http://www.waihopai.school.nz/,121 Herbert Street,Gladstone,Invercargill,121 Herbert Street,Gladstone,Invercargill,9810,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Gladstone-Avenal,Area Outside Ward,,,-46.395353,168.354571,8,381,226,68,10,56,11,0,10,0.86,Donations may be requested
4036,Waikaia School,03 202 7729,03 202 7729,office@waikaia.school.nz,Joslyn Henry,http://www.waikaia.co.nz/waikaia-school-c1agr,22 Leamington Street,,Waikaia,P O Box 43,,Waikaia,9745,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Waikaia,Mararoa-Waimea Ward,99041,FINS CoL,-45.723909,168.848066,9,20,17,3,0,0,0,0,0,2.23,Donations may be requested
4037,Waikaka School,03 207 2887,03 207 2887,office@waikaka.school.nz,Bronwyn McCall,http://waikaka.school.nz,22 Matheson Road,,Gore,22 Matheson Road RD 5,,Gore,9775,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Gore District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Chatton,Waikaka Ward,99144,Pomahaka Kāhui Ako,-45.926364,169.017523,10,60,46,8,0,6,0,0,0,1.68,Donations may be requested
4046,Wallacetown School,03 235 8097,03 235 8097,admin@wallacetown.school.nz,Neville Hore,http://wallacetown.school.nz,34 Mauchline Street,,Wallacetown,Mauchline Street,,Wallacetown,9816,Rural Area,Contributing,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Wallacetown,Winton-Wallacetown Ward,99146,Invercargill Community of Learning,-46.332249,168.2898,8,58,44,13,0,1,0,0,0,1.07,Donations may be requested
4047,Waverley Park School,03 217 9332,03 217 9359,,Kerry Hawkins,http://www.waverleypark.school.nz,55 Eden Crescent,Waverley,Invercargill,Eden Crescent,Glengarry,Invercargill,9810,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Waverley-Glengarry,Area Outside Ward,,,-46.396537,168.384208,4,299,143,115,21,17,1,2,0,0.88,Donations should not be requested unless for a school camp
4050,West Gore School,03 208 7586,03 208 7536,office@westgore.school.nz,Linda Fraser,http://www.westgore.school.nz/,120 Kitchener Street,,Gore,120 Kitchener Street,,Gore,9710,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Gore District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,West Gore,Gore Ward,99055,Eastern Southland Community of Learning,-46.108149,168.927411,6,237,192,37,3,0,4,1,0,1.23,Donations should not be requested unless for a school camp
4052,Winton School,03 236 7238,03 236 7258,admin@winton.school.nz,Stephen Wadsworth,http://www.winton.school.nz,Eglinton Street,,Winton,P O Box 4,,Winton,9741,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Winton,Winton-Wallacetown Ward,,,-46.148071,168.326779,7,301,237,61,0,3,0,0,0,1.36,Donations should not be requested unless for a school camp
4053,Woodlands Full Primary School,03 231 3198,03 231 3196,office@woodlandsprimary.school.nz,Aloma Williams,http://www.woodlandsprimary.school.nz,Woodlands Morton Mains Road,,Invercargill,Woodlands Morton Mains Road RD 1,,Invercargill,9871,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Woodlands,Waihopai-Toetoes Ward,,,-46.358635,168.55813,10,104,66,18,2,16,2,0,0,1.07,Donations may be requested
4054,Wyndham School,03 206 4780,03 206 4780,office@wyndham.school.nz,Kim Scott,http://www.wyndham.school.nz/,Florence Street,,Wyndham,35 Florence Street,,Wyndham,9831,Rural Area,Contributing,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Wyndham,Waihopai-Toetoes Ward,99028,Lower Mataura Valley Community of Learning,-46.324622,168.84309,6,114,96,15,1,1,0,1,0,1.33,Donations should not be requested unless for a school camp
4100,Balmoral S D A School,09 638 7903,09 638 7940,secretary@balmoralsda.school.nz,Felicity Drinkall,http://www.balmoralsda.school.nz,10 Wiremu Street,Balmoral,Auckland,P O Box 96047,Balmoral,Auckland,1342,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Mt Albert,Tamaki Makaurau,Maungawhau,Albert-Eden-Roskill Ward,,,-36.887829,174.745773,4,74,5,1,30,13,23,2,0,0.13,Donations should not be requested unless for a school camp
4101,Carncot Independent School,06 353 2302,06 354 4195,admin@carncot.school.nz,Owen Arnst,http://www.carncot.school.nz,263 Broadway Avenue,,Palmerston North,263 Broadway Avenue,,Palmerston North,4414,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Papaeoia,Area Outside Ward,,,-40.349795,175.621744,10,137,77,8,1,38,2,2,9,Not applicable,Not applicable
4104,Hadlow Preparatory School,06 370 0008,06 377 4222,office@hadlow.school.nz,Andrew Osmond,http://www.hadlow.school.nz,68 High Street,,Masterton,68 High Street,Solway,Masterton,5810,Secondary Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Masterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Solway North,Urban Ward,99204,Masterton (Whakaoriori) Kāhui Ako,-40.959589,175.641063,9,199,155,17,0,24,1,2,0,1.05,Donations may be requested
4105,Hamilton Seventh-Day Adventist School,07 856 4417,,office@hamsda.school.nz,Shaun Hurlow,http://www.hamiltonsda.school.nz,46 Annebrook Road,Hillcrest,Hamilton,46 Annebrook Road RD 3,,Hamilton,3283,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Waikato,Waikato,Hauraki-Waikato,Matangi,Tamahere Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.806784,175.338495,6,62,21,13,13,4,9,2,0,0.15,Donations should not be requested unless for a school camp
4107,Parkside Christian S D A School,06 844 8401,,office@parkside.school.nz,Belinda Bestel,http://parkside-adventistconnect.org,135 Tait Drive,Greenmeadows,Napier,P O Box 5085,Greenmeadows,Napier,4145,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Napier City,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Greenmeadows,Taradale Ward,,,-39.526058,176.865858,3,34,15,4,12,3,0,0,0,1.29,Donations should not be requested unless for a school camp
4108,Hereworth School,06 877 8138,06 877 8190,office@hereworth.school.nz,Trevor Barman,http://www.hereworth.school.nz,118 Te Mata Road,,Havelock North,P O Box 8074,,Havelock North,4157,Main Urban Area,Full Primary,School with Boarding Facilities,Private : Fully Registered,Single Sex (Boys School),Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Havelock North Central,Hastings-Havelock North Ward,,,-39.66662,176.890914,10,209,177,19,2,7,2,1,1,Not applicable,Not applicable
4109,Hohepa School,06 844 2740,06 844 4943,schooladmin@hawk.hohepa.org.nz,Stephen Evans,http://www.hohepahawkesbay.com/services-and-programmes/school,21 Fryer Road,Poraiti,Napier,P O Box 7385,Taradale,Napier,4141,Main Urban Area,Composite,School for pupils with intellectual impairments,Private : Fully Registered,Co-Educational,Napier City,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Poraiti,Taradale Ward,,,-39.503204,176.846227,8,36,25,8,1,2,0,0,0,Not applicable,Not applicable
4111,Huntley School (Marton),06 327 8049,06 327 8047,office@huntley.school.nz,Sam Edwards,http://www.huntley.school.nz,Wanganui Road,,Marton,P O Box 95,,Marton,4741,Rural Area,Full Primary,School with Boarding Facilities,Private : Fully Registered,Co-Educational,Rangitikei District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Rangitikei,Te Tai Hauauru,Lake Alice,Marton Ward,,,-40.064428,175.360965,8,122,101,14,1,4,0,1,1,Not applicable,Not applicable
4112,Southland Adventist Christian School,03 215 7904,,office@sacs.school.nz,Joshua Taylor,http://www.sacs.school.nz/,28 Bainfield Road,Waikiwi,Invercargill,P O Box 5007,Waikiwi,Invercargill,9843,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Waikiwi,Area Outside Ward,,,-46.375055,168.349356,5,75,46,8,11,9,1,0,0,0.9,Donations should not be requested unless for a school camp
4116,King's School (Remuera),09 520 7770,09 520 7771,office@kings.school.nz,Anthony Sissons,http://www.kings.school.nz,258 Remuera Road,Remuera,Auckland,Private Bag 28914,Remuera,Auckland,1541,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Single Sex (Boys School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Waitaramoa,Orakei Ward,,,-36.879462,174.792273,10,690,439,21,30,191,6,3,0,Not applicable,Not applicable
4117,Liberton Christian School,03 473 7599,03 473 7529,admin@libertonchristian.school.nz,Fiona Sizemore,http://www.libertonchristian.school.nz,5 Hillary Street,Pine Hill,Dunedin,P O Box 5160,Moray Place,Dunedin,9058,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Pine Hill,Area Outside Ward,99208,Otepoti ki Te Raki – Community of Learning Dunedin,-45.847567,170.512958,7,108,67,9,8,19,4,1,0,0.08,Donations should not be requested unless for a school camp
4118,Medbury Preparatory School,03 351 6169,03 351 6563,office@medbury.school.nz,Ian MacPherson,http://www.medbury.school.nz,109 Clyde Road,Fendalton,Christchurch,P O Box 29006,Fendalton,Christchurch,8540,Main Urban Area,Full Primary,School with Boarding Facilities,Private : Fully Registered,Single Sex (Boys School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Fendalton,Fendalton Ward,,,-43.521884,172.589106,10,405,305,23,1,61,8,2,5,Not applicable,Not applicable
4119,Miramar Christian School,04 939 8558,04 939 8559,office@christian.school.nz,Kaye Gillies,http://www.christian.school.nz/,41 Camperdown Road,Miramar,Wellington,41 Camperdown Road,Miramar,Wellington,6022,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Wellington City,Wellington Region,Wellington,Wellington,Rongotai,Te Tai Tonga,Miramar North,Eastern Ward,99141,Motu Kairangi Kāhui Ako,-41.306556,174.82489,5,36,6,6,3,15,6,0,0,0.17,Donations should not be requested unless for a school camp
4121,Nelson College For Girls Prep School,03 548 2194,03 545 6800,prep@ncg.school.nz,Lucy Feltham,http://www.ncg.school.nz,Trafalgar Street South,,Nelson,P O Box 842,,Nelson,7040,Main Urban Area,Intermediate,School with Boarding Facilities,Private : Fully Registered,Single Sex (Girls School),Nelson City,Nelson Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Bronte,Area Outside Ward,,,-41.279524,173.283068,10,96,79,12,3,2,0,0,0,Not applicable,Not applicable
4122,Nelson College (Prep.Dept.),03 548 3099,03 546 6932,excellence@nelsoncollege.school.nz,Richard Nott,http://www.nelsoncollege.school.nz,Waimea Road,,Nelson,Private Bag 16,Nelson Mail Centre,Nelson,7042,Main Urban Area,Intermediate,School with Boarding Facilities,Private : Fully Registered,Single Sex (Boys School),Nelson City,Nelson Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Grampians,Area Outside Ward,,,-41.285787,173.275723,10,102,83,7,0,4,1,3,4,Not applicable,Not applicable
4123,New Plymouth S D A School,06 753 5495,06 753 5439,office@npsda.school.nz,James Roche,http://npsda.school.nz,41 Saxton Road,Vogeltown,New Plymouth,41 Saxton Road RD 1,,New Plymouth,4371,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,New Plymouth District,Taranaki Region,Whanganui,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Carrington,New Plymouth City Ward,,,-39.085732,174.090023,8,48,25,6,0,6,9,2,0,1.04,Donations may be requested
4125,Southcity Christian School,07 843 3258,,,Beverley Bishop ,http://www.southcity.school.nz,137 Collins Road,Glenview,Hamilton,P O Box 16154,Urlich,Hamilton,3245,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Waikato,Taranaki-King Country,Hauraki-Waikato,Lake Cameron,Pirongia Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.821902,175.268759,5,147,45,18,9,64,9,2,0,0.1,Donations should not be requested unless for a school camp
4126,Palmerston North Adventist Christian School,06 357 6256,,office@pnacs.school.nz,Lynette Hann,http://www.pnacs.school.nz,25 Snelson Street,,Palmerston North,25 Snelson Street,,Palmerston North,4410,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Palmerston North Central,Area Outside Ward,99164,Lower North Island Christian Schools Community of Learning,-40.360988,175.607449,3,111,22,24,35,23,6,1,0,0.58,Donations should not be requested unless for a school camp
4129,Rotorua S D A School,07 348 4689,07 349 0149,secretary@sda.rotorua.school.nz,Lanea Strickland,http://www.sda.rotorua.school.nz,3 Tilsley Street,Glenholme,Rotorua,3 Tilsley Street,Glenholme,Rotorua,3010,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Glenholme East,Area Outside Ward,99019,Rotorua Central Community of Learning,-38.150829,176.253368,4,43,4,27,6,4,1,1,0,0.47,Donations should not be requested unless for a school camp
4130,St George's School,06 349 0298,06 349 0299,admin@stgeorges.school.nz,Julie Gifkins,https://www.collegiate.school.nz/campus-projects/st-georges-school/41/121/,Grey Street,,Whanganui,Grey Street,Springvale,Whanganui,4501,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Whanganui District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Wanganui Collegiate,Area Outside Ward,,,-39.928437,175.032319,99,132,111,7,3,3,5,2,1,Not applicable,Not applicable
4131,St John's Girls' School (Invercargill),03 218 7759,,,Brenda Mackay,http://www.stjohnsgirls.school.nz/,349 Dee Street,,Invercargill,349 Dee Street,Avenal,Invercargill,9810,Main Urban Area,Full Primary,School with Boarding Facilities,State : Integrated,Single Sex (Girls School),Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Gladstone-Avenal,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.398537,168.347746,9,147,120,19,2,6,0,0,0,0.85,Donations may be requested
4132,St Joseph's School (Rangiora),03 313 7828,03 313 7818,admin@sjr.nz,Ben Gorman,http://www.sjr.nz,35 Victoria Street,,Rangiora,P O Box 58,,Rangiora,7440,Secondary Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Rangiora East,Rangiora-Ashley Ward,99044,Christchurch Catholic Community of Learning,-43.307437,172.595529,9,178,141,10,7,17,3,0,0,0.4,Donations may be requested
4133,Saint Kentigern Boys' School,09 520 7682,09 520 7688,skbadmin@saintkentigern.com,Peter Cassie,http://www.saintkentigern.com,82 Shore Road,Remuera,Auckland,P O Box 28790,Remuera,Auckland,1541,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Single Sex (Boys School),Auckland - Orakei,Auckland Region,Auckland,Auckland,Epsom,Tamaki Makaurau,Orakei South,Orakei Ward,,,-36.863845,174.802422,10,594,447,12,9,120,3,3,0,Not applicable,Not applicable
4134,St Mark's Church School (Mt Victoria),04 385 9489,04 385 1528,,Kent Favel,http://www.st-marks.school.nz,13 Dufferin Street,Mount Victoria,Wellington,P O Box 7445,Newtown,Wellington,6242,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Wellington City,Wellington Region,Wellington,Wellington,Rongotai,Te Tai Tonga,Mt Victoria West,Lambton Ward,,,-41.301074,174.781592,10,243,144,4,13,67,4,5,6,Not applicable,Not applicable
4135,St Mark's School (Christchurch),03 332 7339,03 332 4485,office@saintmarks.school.nz,Averil Worner,http://www.saintmarks.school.nz,Cholmondeley Avenue,Opawa,Christchurch,35 Cholmondeley Avenue,Opawa,Christchurch,8023,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Opawa,Heathcote Ward,99177,Te Mana Raupō Community of Learning,-43.552882,172.659298,10,240,205,12,3,16,4,0,0,0.09,Donations may be requested
4136,St Michael's Church School,03 379 9790,03 365 0554,principal@saintmichaels.co.nz,Penny Tattershaw,http://saintmichaels.co.nz/,249 Durham Street,Christchurch Central,Christchurch,P O Box 4022,,Christchurch,8140,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,,,-43.53477,172.633057,8,102,65,5,1,28,0,3,0,Not applicable,Not applicable
4138,Selwyn House School,03 355 7299,,office@selhouse.school.nz,Lyn Bird,http://www.selwynhouse.school.nz,122 Merivale Lane,Merivale,Christchurch,P O Box 25049,Victoria Street,Christchurch,8014,Main Urban Area,Full Primary,School with Boarding Facilities,Private : Fully Registered,Single Sex (Girls School),Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Merivale,Fendalton Ward,,,-43.516638,172.623003,10,261,193,7,0,36,2,9,14,Not applicable,Not applicable
4140,South Auckland S D A School,09 278 6055,,office@sasda.school.nz,Maxine Tau,http://www.sasda.school.nz,42 A Puhinui Road,Papatoetoe,Auckland,P O Box 23598,Hunters Corner,Manukau,2155,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manurewa,Tamaki Makaurau,Puhinui South,Manukau Ward,,,-36.983546,174.873968,2,360,8,33,289,26,4,0,0,0.03,Donations should not be requested unless for a school camp
4141,Southwell School,07 855 2089,07 855 9023,office@southwell.school.nz,Jason Speedy,http://www.southwell.school.nz,200 Peachgrove Road,Claudelands,Hamilton,P O Box 14015,Five Cross Roads,Hamilton,3252,Main Urban Area,Full Primary,School with Boarding Facilities,Private : Fully Registered,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Enderley,East Ward,,,-37.774857,175.297034,10,652,389,53,7,180,14,1,8,Not applicable,Not applicable
4143,Tamariki School,03 384 9014,03 384 9029,admin@tamariki.school.nz,Diana Scullin,http://www.tamariki.school.nz/,86 St John's Street,Woolston,Christchurch,P O Box 19506,Woolston,Christchurch,8241,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Ferrymead,Linwood Ward,99063,Tamai Community of Learning,-43.546474,172.68923,4,60,49,5,1,5,0,0,0,0.12,Donations should not be requested unless for a school camp
